GeoFips,GeoName,LineCode,Description,2019
28093,"Marshall, MS",2,Population (persons) 1/,35302
28093,"Marshall, MS",3,Per capita personal income (dollars) 2/,34601
28095,"Monroe, MS",1,Personal income (thousands of dollars),1283546
28095,"Monroe, MS",2,Population (persons) 1/,35291
28095,"Monroe, MS",3,Per capita personal income (dollars) 2/,36370
28097,"Montgomery, MS",1,Personal income (thousands of dollars),346946
28097,"Montgomery, MS",2,Population (persons) 1/,9766
28097,"Montgomery, MS",3,Per capita personal income (dollars) 2/,35526
28099,"Neshoba, MS",1,Personal income (thousands of dollars),1099746
28099,"Neshoba, MS",2,Population (persons) 1/,29147
28099,"Neshoba, MS",3,Per capita personal income (dollars) 2/,37731
28101,"Newton, MS",1,Personal income (thousands of dollars),755882
28101,"Newton, MS",2,Population (persons) 1/,20987
28101,"Newton, MS",3,Per capita personal income (dollars) 2/,36017
28103,"Noxubee, MS",1,Personal income (thousands of dollars),363226
28103,"Noxubee, MS",2,Population (persons) 1/,10425
28103,"Noxubee, MS",3,Per capita personal income (dollars) 2/,34842
28105,"Oktibbeha, MS",1,Personal income (thousands of dollars),1754242
28105,"Oktibbeha, MS",2,Population (persons) 1/,49543
28105,"Oktibbeha, MS",3,Per capita personal income (dollars) 2/,35408
28107,"Panola, MS",1,Personal income (thousands of dollars),1154173
28107,"Panola, MS",2,Population (persons) 1/,34102
28107,"Panola, MS",3,Per capita personal income (dollars) 2/,33845
28109,"Pearl River, MS",1,Personal income (thousands of dollars),2110180
28109,"Pearl River, MS",2,Population (persons) 1/,55752
28109,"Pearl River, MS",3,Per capita personal income (dollars) 2/,37849
28111,"Perry, MS",1,Personal income (thousands of dollars),402057
28111,"Perry, MS",2,Population (persons) 1/,11998
28111,"Perry, MS",3,Per capita personal income (dollars) 2/,33510
28113,"Pike, MS",1,Personal income (thousands of dollars),1244251
28113,"Pike, MS",2,Population (persons) 1/,39284
28113,"Pike, MS",3,Per capita personal income (dollars) 2/,31673
28115,"Pontotoc, MS",1,Personal income (thousands of dollars),1096006
28115,"Pontotoc, MS",2,Population (persons) 1/,32280
28115,"Pontotoc, MS",3,Per capita personal income (dollars) 2/,33953
28117,"Prentiss, MS",1,Personal income (thousands of dollars),788851
28117,"Prentiss, MS",2,Population (persons) 1/,25074
28117,"Prentiss, MS",3,Per capita personal income (dollars) 2/,31461
28119,"Quitman, MS",1,Personal income (thousands of dollars),202639
28119,"Quitman, MS",2,Population (persons) 1/,6808
28119,"Quitman, MS",3,Per capita personal income (dollars) 2/,29765
28121,"Rankin, MS",1,Personal income (thousands of dollars),7088627
28121,"Rankin, MS",2,Population (persons) 1/,155342
28121,"Rankin, MS",3,Per capita personal income (dollars) 2/,45632
28123,"Scott, MS",1,Personal income (thousands of dollars),892832
28123,"Scott, MS",2,Population (persons) 1/,28203
28123,"Scott, MS",3,Per capita personal income (dollars) 2/,31657
28125,"Sharkey, MS",1,Personal income (thousands of dollars),148092
28125,"Sharkey, MS",2,Population (persons) 1/,4312
28125,"Sharkey, MS",3,Per capita personal income (dollars) 2/,34344
28127,"Simpson, MS",1,Personal income (thousands of dollars),1001931
28127,"Simpson, MS",2,Population (persons) 1/,26803
28127,"Simpson, MS",3,Per capita personal income (dollars) 2/,37381
28129,"Smith, MS",1,Personal income (thousands of dollars),571597
28129,"Smith, MS",2,Population (persons) 1/,15840
28129,"Smith, MS",3,Per capita personal income (dollars) 2/,36086
28131,"Stone, MS",1,Personal income (thousands of dollars),625748
28131,"Stone, MS",2,Population (persons) 1/,18289
28131,"Stone, MS",3,Per capita personal income (dollars) 2/,34214
28133,"Sunflower, MS",1,Personal income (thousands of dollars),775677
28133,"Sunflower, MS",2,Population (persons) 1/,25131
28133,"Sunflower, MS",3,Per capita personal income (dollars) 2/,30865
28135,"Tallahatchie, MS",1,Personal income (thousands of dollars),420720
28135,"Tallahatchie, MS",2,Population (persons) 1/,13931
28135,"Tallahatchie, MS",3,Per capita personal income (dollars) 2/,30200
28137,"Tate, MS",1,Personal income (thousands of dollars),1048151
28137,"Tate, MS",2,Population (persons) 1/,28304
28137,"Tate, MS",3,Per capita personal income (dollars) 2/,37032
28139,"Tippah, MS",1,Personal income (thousands of dollars),842270
28139,"Tippah, MS",2,Population (persons) 1/,22021
28139,"Tippah, MS",3,Per capita personal income (dollars) 2/,38248
28141,"Tishomingo, MS",1,Personal income (thousands of dollars),678887
28141,"Tishomingo, MS",2,Population (persons) 1/,19368
28141,"Tishomingo, MS",3,Per capita personal income (dollars) 2/,35052
28143,"Tunica, MS",1,Personal income (thousands of dollars),341389
28143,"Tunica, MS",2,Population (persons) 1/,9602
28143,"Tunica, MS",3,Per capita personal income (dollars) 2/,35554
28145,"Union, MS",1,Personal income (thousands of dollars),966315
28145,"Union, MS",2,Population (persons) 1/,28711
28145,"Union, MS",3,Per capita personal income (dollars) 2/,33657
28147,"Walthall, MS",1,Personal income (thousands of dollars),464036
28147,"Walthall, MS",2,Population (persons) 1/,14316
28147,"Walthall, MS",3,Per capita personal income (dollars) 2/,32414
28149,"Warren, MS",1,Personal income (thousands of dollars),1870406
28149,"Warren, MS",2,Population (persons) 1/,45477
28149,"Warren, MS",3,Per capita personal income (dollars) 2/,41129
28151,"Washington, MS",1,Personal income (thousands of dollars),1657757
28151,"Washington, MS",2,Population (persons) 1/,43973
28151,"Washington, MS",3,Per capita personal income (dollars) 2/,37699
28153,"Wayne, MS",1,Personal income (thousands of dollars),724412
28153,"Wayne, MS",2,Population (persons) 1/,20186
28153,"Wayne, MS",3,Per capita personal income (dollars) 2/,35887
28155,"Webster, MS",1,Personal income (thousands of dollars),387059
28155,"Webster, MS",2,Population (persons) 1/,9702
28155,"Webster, MS",3,Per capita personal income (dollars) 2/,39895
28157,"Wilkinson, MS",1,Personal income (thousands of dollars),265501
28157,"Wilkinson, MS",2,Population (persons) 1/,8628
28157,"Wilkinson, MS",3,Per capita personal income (dollars) 2/,30772
28159,"Winston, MS",1,Personal income (thousands of dollars),662948
28159,"Winston, MS",2,Population (persons) 1/,17993
28159,"Winston, MS",3,Per capita personal income (dollars) 2/,36845
28161,"Yalobusha, MS",1,Personal income (thousands of dollars),458639
28161,"Yalobusha, MS",2,Population (persons) 1/,12104
28161,"Yalobusha, MS",3,Per capita personal income (dollars) 2/,37892
28163,"Yazoo, MS",1,Personal income (thousands of dollars),839908
28163,"Yazoo, MS",2,Population (persons) 1/,29698
28163,"Yazoo, MS",3,Per capita personal income (dollars) 2/,28282
29001,"Adair, MO",1,Personal income (thousands of dollars),838075
29001,"Adair, MO",2,Population (persons) 1/,25511
29001,"Adair, MO",3,Per capita personal income (dollars) 2/,32852
29003,"Andrew, MO",1,Personal income (thousands of dollars),806298
29003,"Andrew, MO",2,Population (persons) 1/,17699
29003,"Andrew, MO",3,Per capita personal income (dollars) 2/,45556
29005,"Atchison, MO",1,Personal income (thousands of dollars),237120
29005,"Atchison, MO",2,Population (persons) 1/,5109
29005,"Atchison, MO",3,Per capita personal income (dollars) 2/,46412
29007,"Audrain, MO",1,Personal income (thousands of dollars),949972
29007,"Audrain, MO",2,Population (persons) 1/,24962
29007,"Audrain, MO",3,Per capita personal income (dollars) 2/,38057
29009,"Barry, MO",1,Personal income (thousands of dollars),1279085
29009,"Barry, MO",2,Population (persons) 1/,35789
29009,"Barry, MO",3,Per capita personal income (dollars) 2/,35740
29011,"Barton, MO",1,Personal income (thousands of dollars),413557
29011,"Barton, MO",2,Population (persons) 1/,11681
29011,"Barton, MO",3,Per capita personal income (dollars) 2/,35404
29013,"Bates, MO",1,Personal income (thousands of dollars),656631
29013,"Bates, MO",2,Population (persons) 1/,16213
29013,"Bates, MO",3,Per capita personal income (dollars) 2/,40500
29015,"Benton, MO",1,Personal income (thousands of dollars),747937
29015,"Benton, MO",2,Population (persons) 1/,19477
29015,"Benton, MO",3,Per capita personal income (dollars) 2/,38401
29017,"Bollinger, MO",1,Personal income (thousands of dollars),407663
29017,"Bollinger, MO",2,Population (persons) 1/,12142
29017,"Bollinger, MO",3,Per capita personal income (dollars) 2/,33575
29019,"Boone, MO",1,Personal income (thousands of dollars),8893837
29019,"Boone, MO",2,Population (persons) 1/,181084
29019,"Boone, MO",3,Per capita personal income (dollars) 2/,49114
29021,"Buchanan, MO",1,Personal income (thousands of dollars),3518677
29021,"Buchanan, MO",2,Population (persons) 1/,87212
29021,"Buchanan, MO",3,Per capita personal income (dollars) 2/,40346
29023,"Butler, MO",1,Personal income (thousands of dollars),1537854
29023,"Butler, MO",2,Population (persons) 1/,42574
29023,"Butler, MO",3,Per capita personal income (dollars) 2/,36122
29025,"Caldwell, MO",1,Personal income (thousands of dollars),349600
29025,"Caldwell, MO",2,Population (persons) 1/,9039
29025,"Caldwell, MO",3,Per capita personal income (dollars) 2/,38677
29027,"Callaway, MO",1,Personal income (thousands of dollars),1765661
29027,"Callaway, MO",2,Population (persons) 1/,44762
29027,"Callaway, MO",3,Per capita personal income (dollars) 2/,39446
29029,"Camden, MO",1,Personal income (thousands of dollars),1791465
29029,"Camden, MO",2,Population (persons) 1/,46211
29029,"Camden, MO",3,Per capita personal income (dollars) 2/,38767
29031,"Cape Girardeau, MO",1,Personal income (thousands of dollars),3590757
29031,"Cape Girardeau, MO",2,Population (persons) 1/,78971
29031,"Cape Girardeau, MO",3,Per capita personal income (dollars) 2/,45469
29033,"Carroll, MO",1,Personal income (thousands of dollars),405049
29033,"Carroll, MO",2,Population (persons) 1/,8698
29033,"Carroll, MO",3,Per capita personal income (dollars) 2/,46568
29035,"Carter, MO",1,Personal income (thousands of dollars),198661
29035,"Carter, MO",2,Population (persons) 1/,5981
29035,"Carter, MO",3,Per capita personal income (dollars) 2/,33215
29037,"Cass, MO",1,Personal income (thousands of dollars),5132331
29037,"Cass, MO",2,Population (persons) 1/,105731
29037,"Cass, MO",3,Per capita personal income (dollars) 2/,48541
29039,"Cedar, MO",1,Personal income (thousands of dollars),449603
29039,"Cedar, MO",2,Population (persons) 1/,14301
29039,"Cedar, MO",3,Per capita personal income (dollars) 2/,31439
29041,"Chariton, MO",1,Personal income (thousands of dollars),328038
29041,"Chariton, MO",2,Population (persons) 1/,7463
29041,"Chariton, MO",3,Per capita personal income (dollars) 2/,43955
29043,"Christian, MO",1,Personal income (thousands of dollars),3712591
29043,"Christian, MO",2,Population (persons) 1/,88913
29043,"Christian, MO",3,Per capita personal income (dollars) 2/,41755
29045,"Clark, MO",1,Personal income (thousands of dollars),243125
29045,"Clark, MO",2,Population (persons) 1/,6804
29045,"Clark, MO",3,Per capita personal income (dollars) 2/,35733
29047,"Clay, MO",1,Personal income (thousands of dollars),12344886
29047,"Clay, MO",2,Population (persons) 1/,250522
29047,"Clay, MO",3,Per capita personal income (dollars) 2/,49277
29049,"Clinton, MO",1,Personal income (thousands of dollars),888554
29049,"Clinton, MO",2,Population (persons) 1/,20434
29049,"Clinton, MO",3,Per capita personal income (dollars) 2/,43484
29051,"Cole, MO",1,Personal income (thousands of dollars),3740922
29051,"Cole, MO",2,Population (persons) 1/,76774
29051,"Cole, MO",3,Per capita personal income (dollars) 2/,48726
29053,"Cooper, MO",1,Personal income (thousands of dollars),704118
29053,"Cooper, MO",2,Population (persons) 1/,17563
29053,"Cooper, MO",3,Per capita personal income (dollars) 2/,40091
29055,"Crawford, MO",1,Personal income (thousands of dollars),859646
29055,"Crawford, MO",2,Population (persons) 1/,23856
29055,"Crawford, MO",3,Per capita personal income (dollars) 2/,36035
29057,"Dade, MO",1,Personal income (thousands of dollars),263528
29057,"Dade, MO",2,Population (persons) 1/,7547
29057,"Dade, MO",3,Per capita personal income (dollars) 2/,34918
29059,"Dallas, MO",1,Personal income (thousands of dollars),575644
29059,"Dallas, MO",2,Population (persons) 1/,16984
29059,"Dallas, MO",3,Per capita personal income (dollars) 2/,33893
29061,"Daviess, MO",1,Personal income (thousands of dollars),280791
29061,"Daviess, MO",2,Population (persons) 1/,8273
29061,"Daviess, MO",3,Per capita personal income (dollars) 2/,33941
29063,"DeKalb, MO",1,Personal income (thousands of dollars),370936
29063,"DeKalb, MO",2,Population (persons) 1/,10802
29063,"DeKalb, MO",3,Per capita personal income (dollars) 2/,34340
29065,"Dent, MO",1,Personal income (thousands of dollars),524693
29065,"Dent, MO",2,Population (persons) 1/,15548
29065,"Dent, MO",3,Per capita personal income (dollars) 2/,33747
29067,"Douglas, MO",1,Personal income (thousands of dollars),379265
29067,"Douglas, MO",2,Population (persons) 1/,13248
29067,"Douglas, MO",3,Per capita personal income (dollars) 2/,28628
29069,"Dunklin, MO",1,Personal income (thousands of dollars),1059263
29069,"Dunklin, MO",2,Population (persons) 1/,29173
29069,"Dunklin, MO",3,Per capita personal income (dollars) 2/,36310
29071,"Franklin, MO",1,Personal income (thousands of dollars),4804384
29071,"Franklin, MO",2,Population (persons) 1/,103860
29071,"Franklin, MO",3,Per capita personal income (dollars) 2/,46258
29073,"Gasconade, MO",1,Personal income (thousands of dollars),601827
29073,"Gasconade, MO",2,Population (persons) 1/,14671
29073,"Gasconade, MO",3,Per capita personal income (dollars) 2/,41022
29075,"Gentry, MO",1,Personal income (thousands of dollars),283334
29075,"Gentry, MO",2,Population (persons) 1/,6564
29075,"Gentry, MO",3,Per capita personal income (dollars) 2/,43165
29077,"Greene, MO",1,Personal income (thousands of dollars),13495507
29077,"Greene, MO",2,Population (persons) 1/,293499
29077,"Greene, MO",3,Per capita personal income (dollars) 2/,45981
29079,"Grundy, MO",1,Personal income (thousands of dollars),345804
29079,"Grundy, MO",2,Population (persons) 1/,9780
29079,"Grundy, MO",3,Per capita personal income (dollars) 2/,35358
29081,"Harrison, MO",1,Personal income (thousands of dollars),305150
29081,"Harrison, MO",2,Population (persons) 1/,8346
29081,"Harrison, MO",3,Per capita personal income (dollars) 2/,36562
29083,"Henry, MO",1,Personal income (thousands of dollars),916878
29083,"Henry, MO",2,Population (persons) 1/,21971
29083,"Henry, MO",3,Per capita personal income (dollars) 2/,41731
29085,"Hickory, MO",1,Personal income (thousands of dollars),277495
29085,"Hickory, MO",2,Population (persons) 1/,9496
29085,"Hickory, MO",3,Per capita personal income (dollars) 2/,29222
29087,"Holt, MO",1,Personal income (thousands of dollars),220697
29087,"Holt, MO",2,Population (persons) 1/,4387
29087,"Holt, MO",3,Per capita personal income (dollars) 2/,50307
29089,"Howard, MO",1,Personal income (thousands of dollars),411524
29089,"Howard, MO",2,Population (persons) 1/,9982
29089,"Howard, MO",3,Per capita personal income (dollars) 2/,41227
29091,"Howell, MO",1,Personal income (thousands of dollars),1409031
29091,"Howell, MO",2,Population (persons) 1/,40084
29091,"Howell, MO",3,Per capita personal income (dollars) 2/,35152
29093,"Iron, MO",1,Personal income (thousands of dollars),340854
29093,"Iron, MO",2,Population (persons) 1/,10152
29093,"Iron, MO",3,Per capita personal income (dollars) 2/,33575
29095,"Jackson, MO",1,Personal income (thousands of dollars),33610087
29095,"Jackson, MO",2,Population (persons) 1/,704350
29095,"Jackson, MO",3,Per capita personal income (dollars) 2/,47718
29097,"Jasper, MO",1,Personal income (thousands of dollars),4990403
29097,"Jasper, MO",2,Population (persons) 1/,121228
29097,"Jasper, MO",3,Per capita personal income (dollars) 2/,41165
29099,"Jefferson, MO",1,Personal income (thousands of dollars),9889033
29099,"Jefferson, MO",2,Population (persons) 1/,225402
29099,"Jefferson, MO",3,Per capita personal income (dollars) 2/,43873
29101,"Johnson, MO",1,Personal income (thousands of dollars),2040380
29101,"Johnson, MO",2,Population (persons) 1/,54187
29101,"Johnson, MO",3,Per capita personal income (dollars) 2/,37654
29103,"Knox, MO",1,Personal income (thousands of dollars),140141
29103,"Knox, MO",2,Population (persons) 1/,3957
29103,"Knox, MO",3,Per capita personal income (dollars) 2/,35416
29105,"Laclede, MO",1,Personal income (thousands of dollars),1299151
29105,"Laclede, MO",2,Population (persons) 1/,35869
29105,"Laclede, MO",3,Per capita personal income (dollars) 2/,36219
29107,"Lafayette, MO",1,Personal income (thousands of dollars),1396583
29107,"Lafayette, MO",2,Population (persons) 1/,32774
29107,"Lafayette, MO",3,Per capita personal income (dollars) 2/,42613
29109,"Lawrence, MO",1,Personal income (thousands of dollars),1326115
29109,"Lawrence, MO",2,Population (persons) 1/,38288
29109,"Lawrence, MO",3,Per capita personal income (dollars) 2/,34635
29111,"Lewis, MO",1,Personal income (thousands of dollars),356994
29111,"Lewis, MO",2,Population (persons) 1/,9787
29111,"Lewis, MO",3,Per capita personal income (dollars) 2/,36476
29113,"Lincoln, MO",1,Personal income (thousands of dollars),2431431
29113,"Lincoln, MO",2,Population (persons) 1/,59040
29113,"Lincoln, MO",3,Per capita personal income (dollars) 2/,41183
29115,"Linn, MO",1,Personal income (thousands of dollars),467245
29115,"Linn, MO",2,Population (persons) 1/,11906
29115,"Linn, MO",3,Per capita personal income (dollars) 2/,39244
29117,"Livingston, MO",1,Personal income (thousands of dollars),591628
29117,"Livingston, MO",2,Population (persons) 1/,14982
29117,"Livingston, MO",3,Per capita personal income (dollars) 2/,39489
29119,"McDonald, MO",1,Personal income (thousands of dollars),683782
29119,"McDonald, MO",2,Population (persons) 1/,22912
29119,"McDonald, MO",3,Per capita personal income (dollars) 2/,29844
29121,"Macon, MO",1,Personal income (thousands of dollars),625602
29121,"Macon, MO",2,Population (persons) 1/,15111
29121,"Macon, MO",3,Per capita personal income (dollars) 2/,41400
29123,"Madison, MO",1,Personal income (thousands of dollars),448778
29123,"Madison, MO",2,Population (persons) 1/,12118
29123,"Madison, MO",3,Per capita personal income (dollars) 2/,37034
29125,"Maries, MO",1,Personal income (thousands of dollars),304222
29125,"Maries, MO",2,Population (persons) 1/,8751
29125,"Maries, MO",3,Per capita personal income (dollars) 2/,34764
29127,"Marion, MO",1,Personal income (thousands of dollars),1173662
29127,"Marion, MO",2,Population (persons) 1/,28543
29127,"Marion, MO",3,Per capita personal income (dollars) 2/,41119
29129,"Mercer, MO",1,Personal income (thousands of dollars),114811
29129,"Mercer, MO",2,Population (persons) 1/,3619
29129,"Mercer, MO",3,Per capita personal income (dollars) 2/,31725
29131,"Miller, MO",1,Personal income (thousands of dollars),925016
29131,"Miller, MO",2,Population (persons) 1/,25607
29131,"Miller, MO",3,Per capita personal income (dollars) 2/,36124
29133,"Mississippi, MO",1,Personal income (thousands of dollars),420516
29133,"Mississippi, MO",2,Population (persons) 1/,13208
29133,"Mississippi, MO",3,Per capita personal income (dollars) 2/,31838
29135,"Moniteau, MO",1,Personal income (thousands of dollars),598262
29135,"Moniteau, MO",2,Population (persons) 1/,15816
29135,"Moniteau, MO",3,Per capita personal income (dollars) 2/,37826
29137,"Monroe, MO",1,Personal income (thousands of dollars),354609
29137,"Monroe, MO",2,Population (persons) 1/,8627
29137,"Monroe, MO",3,Per capita personal income (dollars) 2/,41105
29139,"Montgomery, MO",1,Personal income (thousands of dollars),478503
29139,"Montgomery, MO",2,Population (persons) 1/,11472
29139,"Montgomery, MO",3,Per capita personal income (dollars) 2/,41711
29141,"Morgan, MO",1,Personal income (thousands of dollars),863056
29141,"Morgan, MO",2,Population (persons) 1/,20720
29141,"Morgan, MO",3,Per capita personal income (dollars) 2/,41653
29143,"New Madrid, MO",1,Personal income (thousands of dollars),639339
29143,"New Madrid, MO",2,Population (persons) 1/,17052
29143,"New Madrid, MO",3,Per capita personal income (dollars) 2/,37493
29145,"Newton, MO",1,Personal income (thousands of dollars),2315907
29145,"Newton, MO",2,Population (persons) 1/,58329
29145,"Newton, MO",3,Per capita personal income (dollars) 2/,39704
29147,"Nodaway, MO",1,Personal income (thousands of dollars),724114
29147,"Nodaway, MO",2,Population (persons) 1/,22089
29147,"Nodaway, MO",3,Per capita personal income (dollars) 2/,32782
29149,"Oregon, MO",1,Personal income (thousands of dollars),322175
29149,"Oregon, MO",2,Population (persons) 1/,10517
29149,"Oregon, MO",3,Per capita personal income (dollars) 2/,30634
29151,"Osage, MO",1,Personal income (thousands of dollars),620721
29151,"Osage, MO",2,Population (persons) 1/,13621
29151,"Osage, MO",3,Per capita personal income (dollars) 2/,45571
29153,"Ozark, MO",1,Personal income (thousands of dollars),285895
29153,"Ozark, MO",2,Population (persons) 1/,9155
29153,"Ozark, MO",3,Per capita personal income (dollars) 2/,31228
29155,"Pemiscot, MO",1,Personal income (thousands of dollars),577774
29155,"Pemiscot, MO",2,Population (persons) 1/,15864
29155,"Pemiscot, MO",3,Per capita personal income (dollars) 2/,36420
29157,"Perry, MO",1,Personal income (thousands of dollars),807796
29157,"Perry, MO",2,Population (persons) 1/,19164
29157,"Perry, MO",3,Per capita personal income (dollars) 2/,42152
29159,"Pettis, MO",1,Personal income (thousands of dollars),1622338
29159,"Pettis, MO",2,Population (persons) 1/,42417
29159,"Pettis, MO",3,Per capita personal income (dollars) 2/,38247
29161,"Phelps, MO",1,Personal income (thousands of dollars),1779956
29161,"Phelps, MO",2,Population (persons) 1/,44593
29161,"Phelps, MO",3,Per capita personal income (dollars) 2/,39916
29163,"Pike, MO",1,Personal income (thousands of dollars),647566
29163,"Pike, MO",2,Population (persons) 1/,17678
29163,"Pike, MO",3,Per capita personal income (dollars) 2/,36631
29165,"Platte, MO",1,Personal income (thousands of dollars),6157235
29165,"Platte, MO",2,Population (persons) 1/,104726
29165,"Platte, MO",3,Per capita personal income (dollars) 2/,58794
29167,"Polk, MO",1,Personal income (thousands of dollars),1135985
29167,"Polk, MO",2,Population (persons) 1/,32228
29167,"Polk, MO",3,Per capita personal income (dollars) 2/,35248
29169,"Pulaski, MO",1,Personal income (thousands of dollars),2203553
29169,"Pulaski, MO",2,Population (persons) 1/,52634
29169,"Pulaski, MO",3,Per capita personal income (dollars) 2/,41866
29171,"Putnam, MO",1,Personal income (thousands of dollars),168038
29171,"Putnam, MO",2,Population (persons) 1/,4688
29171,"Putnam, MO",3,Per capita personal income (dollars) 2/,35844
29173,"Ralls, MO",1,Personal income (thousands of dollars),410904
29173,"Ralls, MO",2,Population (persons) 1/,10292
29173,"Ralls, MO",3,Per capita personal income (dollars) 2/,39925
29175,"Randolph, MO",1,Personal income (thousands of dollars),978281
29175,"Randolph, MO",2,Population (persons) 1/,24839
29175,"Randolph, MO",3,Per capita personal income (dollars) 2/,39385
29177,"Ray, MO",1,Personal income (thousands of dollars),997321
29177,"Ray, MO",2,Population (persons) 1/,23024
29177,"Ray, MO",3,Per capita personal income (dollars) 2/,43317
29179,"Reynolds, MO",1,Personal income (thousands of dollars),222767
29179,"Reynolds, MO",2,Population (persons) 1/,6288
29179,"Reynolds, MO",3,Per capita personal income (dollars) 2/,35427
29181,"Ripley, MO",1,Personal income (thousands of dollars),414294
29181,"Ripley, MO",2,Population (persons) 1/,13343
29181,"Ripley, MO",3,Per capita personal income (dollars) 2/,31050
29183,"St. Charles, MO",1,Personal income (thousands of dollars),22144650
29183,"St. Charles, MO",2,Population (persons) 1/,401625
29183,"St. Charles, MO",3,Per capita personal income (dollars) 2/,55138
29185,"St. Clair, MO",1,Personal income (thousands of dollars),285566
29185,"St. Clair, MO",2,Population (persons) 1/,9450
29185,"St. Clair, MO",3,Per capita personal income (dollars) 2/,30219
29186,"Ste. Genevieve, MO",1,Personal income (thousands of dollars),752449
29186,"Ste. Genevieve, MO",2,Population (persons) 1/,17957
29186,"Ste. Genevieve, MO",3,Per capita personal income (dollars) 2/,41903
29187,"St. Francois, MO",1,Personal income (thousands of dollars),2341796
29187,"St. Francois, MO",2,Population (persons) 1/,66942
29187,"St. Francois, MO",3,Per capita personal income (dollars) 2/,34982
29189,"St. Louis, MO",1,Personal income (thousands of dollars),74023969
29189,"St. Louis, MO",2,Population (persons) 1/,995467
29189,"St. Louis, MO",3,Per capita personal income (dollars) 2/,74361
29195,"Saline, MO",1,Personal income (thousands of dollars),870987
29195,"Saline, MO",2,Population (persons) 1/,22827
29195,"Saline, MO",3,Per capita personal income (dollars) 2/,38156
29197,"Schuyler, MO",1,Personal income (thousands of dollars),136891
29197,"Schuyler, MO",2,Population (persons) 1/,4632
29197,"Schuyler, MO",3,Per capita personal income (dollars) 2/,29553
29199,"Scotland, MO",1,Personal income (thousands of dollars),170231
29199,"Scotland, MO",2,Population (persons) 1/,4936
29199,"Scotland, MO",3,Per capita personal income (dollars) 2/,34488
29201,"Scott, MO",1,Personal income (thousands of dollars),1587173
29201,"Scott, MO",2,Population (persons) 1/,38416
29201,"Scott, MO",3,Per capita personal income (dollars) 2/,41315
29203,"Shannon, MO",1,Personal income (thousands of dollars),249391
29203,"Shannon, MO",2,Population (persons) 1/,8177
29203,"Shannon, MO",3,Per capita personal income (dollars) 2/,30499
29205,"Shelby, MO",1,Personal income (thousands of dollars),236701
29205,"Shelby, MO",2,Population (persons) 1/,5923
29205,"Shelby, MO",3,Per capita personal income (dollars) 2/,39963
29207,"Stoddard, MO",1,Personal income (thousands of dollars),1095456
29207,"Stoddard, MO",2,Population (persons) 1/,29096
29207,"Stoddard, MO",3,Per capita personal income (dollars) 2/,37650
29209,"Stone, MO",1,Personal income (thousands of dollars),1284481
29209,"Stone, MO",2,Population (persons) 1/,32002
29209,"Stone, MO",3,Per capita personal income (dollars) 2/,40138
29211,"Sullivan, MO",1,Personal income (thousands of dollars),236154
29211,"Sullivan, MO",2,Population (persons) 1/,6061
29211,"Sullivan, MO",3,Per capita personal income (dollars) 2/,38963
29213,"Taney, MO",1,Personal income (thousands of dollars),2082296
29213,"Taney, MO",2,Population (persons) 1/,56057
29213,"Taney, MO",3,Per capita personal income (dollars) 2/,37146
29215,"Texas, MO",1,Personal income (thousands of dollars),751351
29215,"Texas, MO",2,Population (persons) 1/,25383
29215,"Texas, MO",3,Per capita personal income (dollars) 2/,29601
29217,"Vernon, MO",1,Personal income (thousands of dollars),724723
29217,"Vernon, MO",2,Population (persons) 1/,20654
29217,"Vernon, MO",3,Per capita personal income (dollars) 2/,35089
29219,"Warren, MO",1,Personal income (thousands of dollars),1523817
29219,"Warren, MO",2,Population (persons) 1/,35716
29219,"Warren, MO",3,Per capita personal income (dollars) 2/,42665
29221,"Washington, MO",1,Personal income (thousands of dollars),760904
29221,"Washington, MO",2,Population (persons) 1/,24743
29221,"Washington, MO",3,Per capita personal income (dollars) 2/,30752
29223,"Wayne, MO",1,Personal income (thousands of dollars),401234
29223,"Wayne, MO",2,Population (persons) 1/,12904
29223,"Wayne, MO",3,Per capita personal income (dollars) 2/,31094
29225,"Webster, MO",1,Personal income (thousands of dollars),1341600
29225,"Webster, MO",2,Population (persons) 1/,39644
29225,"Webster, MO",3,Per capita personal income (dollars) 2/,33841
29227,"Worth, MO",1,Personal income (thousands of dollars),74890
29227,"Worth, MO",2,Population (persons) 1/,1989
29227,"Worth, MO",3,Per capita personal income (dollars) 2/,37652
29229,"Wright, MO",1,Personal income (thousands of dollars),601041
29229,"Wright, MO",2,Population (persons) 1/,18329
29229,"Wright, MO",3,Per capita personal income (dollars) 2/,32792
29510,"St. Louis (Independent City), MO",1,Personal income (thousands of dollars),14647938
29510,"St. Louis (Independent City), MO",2,Population (persons) 1/,300887
29510,"St. Louis (Independent City), MO",3,Per capita personal income (dollars) 2/,48683
30001,"Beaverhead, MT",1,Personal income (thousands of dollars),455417
30001,"Beaverhead, MT",2,Population (persons) 1/,9474
30001,"Beaverhead, MT",3,Per capita personal income (dollars) 2/,48070
30003,"Big Horn, MT",1,Personal income (thousands of dollars),417506
30003,"Big Horn, MT",2,Population (persons) 1/,13248
30003,"Big Horn, MT",3,Per capita personal income (dollars) 2/,31515
30005,"Blaine, MT",1,Personal income (thousands of dollars),206525
30005,"Blaine, MT",2,Population (persons) 1/,6704
30005,"Blaine, MT",3,Per capita personal income (dollars) 2/,30806
30007,"Broadwater, MT",1,Personal income (thousands of dollars),283678
30007,"Broadwater, MT",2,Population (persons) 1/,6203
